address,area,Sum of avg_order_value,Sum of customer_id,customer_name,customer_segment,email,Sum of phone,Sum of pincode,Year,Quarter,Month,Day,Sum of total_orders
"45, Karnik Zila
Cuttack 151701",Hubli–Dharwad,413.94,97174235,Ekapad Atwal,Regular,oupadhyay@example.com,917158153321,157060,2024,Qtr 3,August,5,13
"45, Lalla Ganj
Jammu 661842",Guntur,564.89,75892474,Baghyawati Ray,New,sameshissac@example.net,915850794587,353826,2023,Qtr 3,August,27,17
"45, Sachar Ganj, Imphal 709402",Eluru,477.19,4862761,Maya Chatterjee,Premium,quincyacharya@example.net,917319006066,153679,2023,Qtr 3,August,31,20
"45/00, Sabharwal Zila, Dhule-908832",Bilaspur,433.11,35144658,Tristan Gulati,Premium,bakshielijah@example.com,915537161731,256023,2024,Qtr 1,January,27,8
"45/125
Lala
Ratlam 745782",Bijapur,1908.12,33671354,Veda Chhabra,Inactive,sawhneyishanvi@example.net,912399510598,189078,2024,Qtr 3,September,26,12
"45/266
Tara Marg, Silchar 957848",Katihar,1724.44,76008165,Hemangini Mutti,Premium,maniomisha@example.com,917951857432,262577,2024,Qtr 1,February,7,6
"45/445, Jaggi Chowk
Karawal Nagar 883125",Korba,983.84,72605638,Zansi Nanda,Inactive,teerth55@example.net,918421385201,823516,2024,Qtr 3,September,2,12
"45/52, Kapoor, Mahbubnagar-558328",Vadodara,417.98,61226563,Chameli Kala,Regular,aadhya91@example.com,910657229569,584496,2024,Qtr 1,January,6,5
"45/542, Acharya Circle
Ahmednagar-090180",Raurkela Industrial Township,567.13,72132838,Yashvi Kashyap,Premium,granganathan@example.org,915953170169,367210,2023,Qtr 4,October,28,8
"45/632, Ram, Mango 377332",Miryalaguda,1197.98,22054087,Peter Buch,Inactive,agour@example.org,917058067815,536699,2024,Qtr 1,January,5,18
"45/643
Ramaswamy Nagar
Phusro-922851",Nellore,376.73,9738801,Damyanti Nadkarni,Inactive,ganga81@example.com,911334078635,86659,2024,Qtr 1,March,2,19
"45/791, Palan Path
Rajkot 384578",Bareilly,1482.08,96806748,Qabil Nath,New,kritikaganesh@example.net,911458758834,752668,2024,Qtr 4,October,19,14
"45/821, Joshi Zila, Bhilai 902150",Vijayawada,1892.18,73654821,Vedant Rattan,New,soodurishilla@example.org,913339938034,570349,2023,Qtr 4,October,16,18
"457
Mishra Chowk, Visakhapatnam 946851",Pondicherry,841.91,82898985,Reva Pradhan,Regular,nimrat81@example.com,910643409352,679447,2023,Qtr 2,April,3,2
"457, Bhagat Path
Bally-425829",Jehanabad,1914.26,54038173,William Palan,Premium,mekhalapant@example.net,918498432808,987434,2023,Qtr 4,November,24,17
"457, Yohannan Nagar
Bardhaman-370968",Jammu,1385.2,89531595,Balvan Bera,Regular,sankaranindali@example.net,914682859844,894540,2023,Qtr 3,August,13,6
"458
Garg Street, Farrukhabad 058172",Tadepalligudem,1493.48,8122530,Fiyaz Rai,Inactive,dixitanay@example.org,910601452212,666,2023,Qtr 2,May,30,9
"46
Jayaraman Road, Eluru-026437",Ambala,311.45,5369136,Yasti Wagle,Regular,pantmaanas@example.com,916386080438,927996,2024,Qtr 3,September,11,8
"46, Tiwari
Nandyal-807876",Durgapur,1368.49,95595403,Rushil Walia,Regular,duttadamini@example.org,917066344525,533130,2024,Qtr 1,March,6,10
"46/011
Dhar Zila
Kishanganj 805857",Junagadh,720.69,43377076,Imaran Krishnan,New,aryanchoudhary@example.net,916921859325,642567,2023,Qtr 3,September,22,6
"46/05
Chandra Nagar
Satara 458142",Sirsa,1772.67,72917958,Guneet Sampath,New,qswamy@example.net,918813777364,261102,2023,Qtr 4,December,19,6
"46/12, Dash Street, Ujjain 348748",Shimoga,1815.02,81757554,Yagnesh Nadkarni,Premium,srinivasnisha@example.net,919948703080,591693,2024,Qtr 2,April,18,12
"46/171, Mangat Road
Maheshtala 453232",Deoghar,1844.33,96989204,Nimrat Kalita,Regular,yparsa@example.net,913492728081,952634,2024,Qtr 2,June,24,5
"46/45
Banik Marg, Madurai-527305",Aligarh,859.59,45052594,Harish Venkatesh,New,hiteshlanka@example.com,913326351580,740540,2024,Qtr 2,June,3,19
"46/673
Magar Ganj, Panchkula 815005",Begusarai,1390.08,954629,Fiyaz Mand,New,naggarwal@example.com,915395090719,107720,2024,Qtr 1,February,26,14
"46/681
Bobal Path
Navi Mumbai-347951",Lucknow,1898.72,57809174,Girindra Dara,Premium,hemalad@example.org,917115057276,284807,2024,Qtr 2,April,12,11
"46/767
Chacko Chowk
Arrah 424009",Jabalpur,902.61,32987624,Dalaja Arora,Premium,calebsengupta@example.com,912671590893,399897,2023,Qtr 2,April,5,15
"46/798
Sangha
Silchar 248580",Guna,1255.44,1174162,Anirudh Vig,Premium,hema05@example.com,913087052860,413955,2023,Qtr 3,July,2,12
"460
Thaker
Tadepalligudem 696563",Serampore,937.26,15236510,Pooja Prasad,New,wyattsrinivas@example.com,918889190584,264052,2023,Qtr 4,December,13,11
"460, Viswanathan Nagar, Nangloi Jat 590971",Bhopal,462.19,96853930,Jagvi Varty,Premium,tbaral@example.com,917519714638,349563,2023,Qtr 3,July,3,16
"461, Kashyap Street, Anand-025146",Bally,1958.97,42514124,Bakhshi Sodhi,Inactive,tsuri@example.org,911511639311,107629,2023,Qtr 2,May,10,7
"462
Bal Road
Bhiwani-601105",Khora,1004.08,24821281,Onveer Kanda,Regular,shenoyekavir@example.net,913943891102,618702,2023,Qtr 2,June,4,10
"462
Bhakta Street, Bhind-470064",Ambala,1651.18,23434261,Jhalak Chopra,Inactive,ramachandranunnati@example.org,913249899445,224620,2023,Qtr 3,July,10,7
"464
Arora Street
Kolhapur-442137",Ghaziabad,1444.39,52678787,Zashil Salvi,New,amruta16@example.org,916941129000,187842,2024,Qtr 1,January,29,9
"464
Toor Marg, Amroha 537677",Mirzapur,1097.35,88167544,Fariq Chawla,New,nachiketgrewal@example.org,917326538601,766641,2023,Qtr 2,April,15,10
"467
Bains Ganj
Allahabad-875803",Maheshtala,420.19,35302195,Garima Chahal,New,wyatt01@example.com,915011795455,476166,2023,Qtr 2,April,3,16
"467, Keer Street, Bettiah-109486",Eluru,491.26,37926207,Pahal Chaudhary,New,upadhriti58@example.net,917768865001,877706,2023,Qtr 3,September,2,12
"469
Kadakia Ganj, Avadi-835600",Tiruvottiyur,1786.91,78614729,Finn Goswami,New,sethidaniel@example.org,919553489707,591291,2024,Qtr 3,September,5,10
"47
Ahluwalia Path
Bangalore 348145",Kamarhati,1734.36,65559853,Yahvi Bali,Regular,tthakur@example.com,910816244708,160165,2024,Qtr 2,May,3,17
"47
Datta Nagar
Jaipur-591851",Loni,1992.36,14940427,Sara Rajagopalan,Premium,devshanker@example.com,913322969364,793600,2023,Qtr 2,June,1,3
"47
Patil Circle, Srikakulam 796222",Guna,229.4,17597449,Umang Dhingra,Inactive,pprabhakar@example.com,916003995803,433729,2023,Qtr 2,April,6,15
"47
Ramesh Ganj, Lucknow-952273",Unnao,1445.33,50630016,Max Ranganathan,Inactive,aaravkhosla@example.org,917735360816,926172,2023,Qtr 3,August,22,17
"47, Chanda Nagar
Bhagalpur 285289",Tumkur,1855.7,80935110,Oscar Bir,Regular,kpant@example.net,917576464302,983869,2023,Qtr 3,July,14,16
"47/114
Borra Chowk, Ujjain 957580",Kollam,1086.89,13265605,Yatin Krishnamurthy,Premium,chadaliam@example.net,914295848160,737341,2024,Qtr 4,November,4,3
"47/13
Mander Ganj, Farrukhabad 654671",Vadodara,453.24,15661674,Jyoti Ray,Regular,dugalchandresh@example.org,910329379624,300794,2023,Qtr 4,November,10,12
"47/217, Andra Road, Malegaon 699427",Bhagalpur,766.81,85074810,Aarna Naik,Regular,jai89@example.net,913459878125,439383,2024,Qtr 3,September,14,11
"47/23, Tripathi Path
Vadodara-629791",Sasaram,362.45,79630614,Nikita Misra,Regular,rachanabadal@example.net,919318757996,880263,2024,Qtr 3,July,13,3
"47/342, Bahl, Pune-221043",Bihar Sharif,1628.45,96001315,Jhalak Naidu,Inactive,charles11@example.net,915040462753,429696,2024,Qtr 1,February,15,19
"47/469
Mahal Road, Panchkula-969391",Siwan,1964.18,62679120,Ekansh Padmanabhan,Regular,jalsa70@example.org,912344321780,229431,2024,Qtr 3,September,3,14
"47/62, Dhar, Jaipur-105116",Patiala,1143.03,36675827,Xiti Chowdhury,Inactive,naksh47@example.com,919583780426,230470,2024,Qtr 4,October,7,15
"47/63, Kurian Nagar, Anand-272334",Faridabad,1995.09,61982521,Jagat Dewan,Inactive,pchander@example.com,914183746427,493391,2023,Qtr 4,November,29,3
"47/70
Kalita Road
Jalgaon-197155",Rohtak,1662.44,6367136,Yashica Jayaraman,Regular,kmane@example.org,910288989871,337064,2024,Qtr 1,February,17,18
"47/807
Doshi Path, Dehri 730907",Kollam,1176.22,63376126,Michael Pall,Inactive,bsahni@example.org,911059645212,926884,2024,Qtr 4,October,30,2
"47/829, Sura Zila
Shimla 071733",Medininagar,1154.09,69353754,Brijesh Choudhary,Premium,aishanishanker@example.com,917678552679,818142,2024,Qtr 1,January,24,8
"47/88
Dubey Zila
Ambattur-437317",Bhilwara,555.67,30755306,Divya Kakar,Inactive,samakshravel@example.org,918218551992,523338,2024,Qtr 2,June,14,9
"47/938, Chandra
Ichalkaranji-922446",Nizamabad,235.4,12059049,Jagdish Mander,Regular,wpall@example.net,914436092312,696590,2024,Qtr 3,September,23,17
"470
Ravi Ganj, Ulhasnagar-033422",South Dumdum,490.13,28603182,Karan Narayan,New,zaid12@example.net,915668029297,663469,2024,Qtr 3,August,2,11
"470, Kibe Zila, Tirupati-332036",Kottayam,644.06,88202341,Jagrati Dubey,Inactive,vasatika03@example.net,916290915278,174979,2023,Qtr 3,August,20,9
"471
Datta Marg
Delhi-184705",Mysore,1425.64,69276352,Jason Goel,Inactive,rachit92@example.net,915259759472,458924,2023,Qtr 2,May,20,2
"472
Pai Zila
Karnal-312720",Tirupati,1691.37,62541176,Yutika Andra,New,boaseonkar@example.com,914913618986,929796,2024,Qtr 3,August,26,7
"474
Sidhu Marg
Avadi-099148",Imphal,650.17,91144803,Hemang Singhal,Regular,njain@example.com,919950752442,509332,2023,Qtr 3,September,16,16
"48
Choudhary Ganj, Gorakhpur 965066",Mango,999.24,1060685,Yadavi Rajagopalan,Inactive,dipta24@example.net,912609155283,449803,2024,Qtr 1,March,7,4
"48
Oak Nagar, Ambattur 725012",Bhusawal,710.18,72675976,Kavya Pingle,Premium,sodhiadvaith@example.org,915715756353,99296,2024,Qtr 3,July,15,14
"48, Dugal Chowk, Varanasi-890255",Narasaraopet,913.11,93018527,Lekha Rout,New,ibhargava@example.net,917786364533,722749,2024,Qtr 2,May,16,1
"48, Patla Ganj, Avadi 838391",Rajkot,1838.56,4356173,Jalsa Khatri,New,mahajanbakhshi@example.org,911963988928,763603,2024,Qtr 3,September,10,9
"48/269
Wagle Path
Vellore-094099",Eluru,898.76,13130974,Divya Garde,Inactive,varkeyridhi@example.org,913839509399,572919,2024,Qtr 3,July,31,6
"48/273
Chacko Marg
Tirupati-417143",Lucknow,1600.68,21786873,Balhaar Ramesh,Regular,andraidika@example.com,916298063344,297685,2024,Qtr 1,March,7,3
"481, Jaggi Path
Barasat-074501",Thiruvananthapuram,598.89,6622751,Nachiket Ratti,Inactive,dyalaahana@example.com,911094409067,690638,2024,Qtr 2,June,10,9
"49
Chaudhary Circle, Yamunanagar 303831",Sambalpur,469.6,70220141,Reyansh Dhaliwal,Premium,jganguly@example.org,910316308475,988097,2024,Qtr 1,March,24,13
"49
Radhakrishnan Street
Tenali-419488",Tiruppur,674.3,81533356,Gauri Lala,Premium,veer75@example.net,915615041337,63954,2024,Qtr 1,January,28,14
"49
Varghese Road, Raichur-972279",Pali,1045.94,26303194,Janaki Parsa,Premium,bhargavanachiket@example.org,911394026169,544786,2023,Qtr 2,April,29,18
"49, Bhattacharyya Chowk
Deoghar-719753",Indore,1235.13,96373206,Garima Magar,Regular,geramitesh@example.com,918254257775,996221,2023,Qtr 2,June,24,9
"49, Borde Ganj
Vijayawada 334138",Jamshedpur,1095.92,47515046,Guneet Uppal,New,wvora@example.org,918461943264,440555,2023,Qtr 4,December,27,18
"49, Deol Nagar, Khammam 908157",Tezpur,1458.37,84377964,Saumya Babu,Inactive,palleta@example.com,919610745850,257432,2024,Qtr 4,October,24,13
"49, Garg Ganj
Bhubaneswar-563425",Begusarai,1393.2,469006,Shivansh Loyal,Inactive,darikaperi@example.net,910131483498,814266,2023,Qtr 3,August,21,2
"49, Halder Circle, Dindigul-895174",Giridih,1332.82,1719710,Pushti Sabharwal,New,ramachandranharini@example.com,913657008587,798390,2023,Qtr 2,June,26,2
"49, Sagar Ganj, Korba 860322",Rajpur Sonarpur,404.6,50953418,Samaksh Kannan,Regular,ssrinivasan@example.net,911703746359,309093,2023,Qtr 1,March,27,11
"49, Sarkar Zila, Navi Mumbai-077374",Thrissur,958.06,9573071,Ranveer Mahal,New,phegde@example.org,912292591574,856100,2023,Qtr 4,November,7,5
"49, Sehgal Road, North Dumdum 478645",Srinagar,1230.62,88843865,Mitesh Chaudry,Regular,jkalla@example.com,913963407487,281457,2023,Qtr 4,October,1,19
"49, Shroff Chowk
Haldia-909999",Darbhanga,1134.64,89699655,Om Chadha,Inactive,bhavanisarna@example.net,910066378113,340363,2024,Qtr 1,February,4,4
"49/31
Chahal Road, Jalna-373980",Bhopal,695.02,1562083,Madhavi Mishra,Premium,inayabadal@example.net,915460239789,405442,2024,Qtr 1,January,11,13
"49/361, Sur Chowk
Bathinda 711928",Shivpuri,1062.39,86226771,Theodore Rao,Premium,balvansha@example.net,915537458993,411235,2024,Qtr 3,August,17,4
"49/45, Doctor Road, Anand-556316",Korba,1043.26,17390673,Raghav Wali,Regular,forum17@example.net,912430555725,669102,2024,Qtr 4,October,23,16
"49/46
Mangal
Morena-353261",Amritsar,1617.63,29095552,Gunbir Vala,Inactive,sathvikbala@example.com,911939422010,893254,2023,Qtr 2,April,19,17
"49/494, Sodhi, Morbi 621218",Lucknow,1388.04,54347213,Devansh Prasad,Premium,brijesh54@example.org,916450875266,12673,2024,Qtr 2,April,7,16
"49/53
Sant Nagar, Avadi-509374",Burhanpur,745.1,18035010,Vrishti Chakrabarti,Premium,narasimhanteerth@example.com,916607447619,67286,2024,Qtr 1,January,30,16
"49/74
Vora Circle
Pondicherry-613521",Deoghar,1796.24,59840071,Vihaan Chokshi,Inactive,fiyaz21@example.net,912497383121,628916,2023,Qtr 2,June,6,19
"49/76
Bansal Path, Bangalore-861073",Jaipur,456.51,46369552,Keya Modi,Regular,bbumb@example.org,917249134497,688982,2024,Qtr 3,September,16,17
"49/97
Gole Zila, Rampur 083595",Karaikudi,708.22,75560116,Indali Sehgal,Regular,qthaker@example.com,915114008972,425210,2024,Qtr 4,October,4,3
"49/97
Thakkar Chowk, Jamalpur-188650",Thane,1940.4,87251489,Reyansh Johal,Premium,ladpatrick@example.net,914791054534,171389,2024,Qtr 1,March,4,9
"490
Soman Ganj
Bhatpara 521317",Jodhpur,1875.27,93522848,Mohammed Sahni,Inactive,takkrishna@example.net,913796801303,103710,2023,Qtr 4,October,29,20
"493, Kuruvilla, Erode 325603",Anantapur,585.08,52279849,Henry Sawhney,Regular,sidhuyashodhara@example.net,917679499649,169958,2024,Qtr 3,July,10,17
"494, Shukla Path
Nizamabad 528423",Tumkur,1759.74,36587003,Amaira Nagi,New,jdeo@example.org,916612634980,471550,2023,Qtr 1,March,31,5
"497
Madan, Anantapuram-223901",Sasaram,757.56,58170168,Urmi Bansal,Premium,vamakshiramachandran@example.org,918168193739,480016,2023,Qtr 3,August,3,16
"498
Mohanty Path
Udupi-000701",Nashik,378.17,60561655,Rohan Palla,Regular,imukherjee@example.org,913411162979,563888,2023,Qtr 4,December,26,3
"498, Dhar
Buxar 995095",Kumbakonam,537.94,79991320,Ojas Bawa,New,tnagi@example.net,911147765397,316134,2024,Qtr 1,March,25,5
"499
Iyengar Road
Ichalkaranji-651065",Imphal,705.47,78158536,Yatan Gola,Premium,tailoraryan@example.org,913838696631,390560,2024,Qtr 2,April,7,16
"499, Radhakrishnan Circle, Tiruvottiyur 199364",Satara,387.14,82032191,Benjamin Bhatnagar,New,qarin38@example.org,911506388428,326010,2024,Qtr 1,February,20,17
"50, Basak Ganj, Munger 764468",Bahraich,952.61,85831746,Girindra Basak,Regular,madantripti@example.com,914280164918,536170,2023,Qtr 3,September,11,18
"50, Murthy Nagar
Howrah-738443",Kurnool,580.47,90184276,Vasudha Brar,Inactive,rachitraju@example.com,917784991232,264663,2024,Qtr 1,February,12,1
"50, Yadav Street, Jhansi-806525",Bulandshahr,778.44,11143197,Siya Mani,Regular,malloliver@example.net,917820827129,514698,2023,Qtr 1,March,29,13
"50/38
Parekh Nagar, Secunderabad 882117",Ranchi,1516.13,8651281,Jonathan Seshadri,Premium,chaudharyonveer@example.com,912420030760,173317,2024,Qtr 4,October,20,14
"50/504
Sha Zila
Agra-731162",Nellore,239.05,84275450,Frederick Sem,Premium,ucchalsingh@example.com,919792106665,809285,2024,Qtr 1,March,10,17
"50/52
Bhatt Nagar
Pali-230302",Thane,514.31,74231111,Jhalak Varty,Premium,nandayuvraj@example.org,911288217732,190824,2023,Qtr 4,October,5,15
"50/573, Sinha Path, Ujjain-447928",Shahjahanpur,539.79,79916464,Aishani Sunder,New,krishnasane@example.org,919476086352,261246,2024,Qtr 1,February,13,17
"50/595, Mall Nagar
Bhusawal 169200",Dharmavaram,1408.03,90753712,Amruta Bhatt,Regular,hkant@example.net,915970336021,22174,2024,Qtr 2,June,24,4
"50/800, Dara Road, Kolkata-183546",Jorhat,210.18,39717448,Om Korpal,New,ssaraf@example.com,912595402637,549114,2023,Qtr 2,June,10,1
"50/831
Mall Zila, Rohtak-640640",Arrah,1058.02,57566548,Oliver Tella,Regular,vasudhasawhney@example.com,910798558522,898935,2023,Qtr 2,May,4,14
"500
Bhat Ganj
Tadepalligudem 780400",Sambalpur,1149.62,58111297,Chasmum Mutti,Regular,vrindakumer@example.com,917550631586,390809,2023,Qtr 3,August,16,20
"500
Raghavan Circle
Nellore 449924",Bulandshahr,1059.22,52757321,Hritik Narain,New,jagvi66@example.net,914710265125,262684,2024,Qtr 2,April,26,11
"503
Memon Nagar, Jehanabad-859439",Sambhal,1786.85,29973346,Pranit Sane,Premium,panchaljasmit@example.com,912794025384,521032,2024,Qtr 1,February,2,1
"505, Mangal Ganj, Faridabad 766686",Dewas,1982.78,7288562,Triya Singhal,New,arjun79@example.org,913901055884,868197,2023,Qtr 2,June,14,19
"506, Mohanty Chowk, Bulandshahr 342089",Jamalpur,1630.93,97277696,Ijaya Halder,Premium,hariyug@example.net,910067533786,190033,2023,Qtr 2,June,21,8
"508
Brar Path, Machilipatnam 589416",North Dumdum,301.23,88130777,Darsh Gupta,New,xdash@example.org,918488103744,424291,2023,Qtr 4,October,17,16
"508, Dixit Zila
Nashik-521010",Gangtok,273.47,5540556,Lakshit Balan,Regular,gunbirpillai@example.org,914805774586,166077,2023,Qtr 3,August,28,13
"51
Rajagopal Nagar
Pali 404029",Shivpuri,422.31,88252625,Kritika Jha,New,tripathibhavya@example.net,919044491356,22342,2024,Qtr 1,February,27,15
"51, Kari Nagar, Tenali-778804",Eluru,1139.56,12455156,Ijaya Agrawal,Inactive,anirudh89@example.com,910402868008,317047,2023,Qtr 2,April,3,16
"51, Oommen Chowk
Jhansi 409585",Deoghar,315.31,89361574,Nakul Goyal,Regular,matwal@example.net,913812242841,925948,2023,Qtr 4,October,20,14
"51/040, Mittal Chowk
Salem-548267",Tezpur,1352.97,6184558,Gaurang Grewal,Regular,jpalan@example.net,913522405840,80875,2023,Qtr 2,June,6,1
"51/101, Sarna Nagar, Bettiah 417621",New Delhi,1754.14,71189232,Darsh Bedi,Inactive,agastyabhatia@example.net,915487235286,116341,2024,Qtr 2,June,28,14
"51/302, Buch Chowk
Srinagar-570271",Aligarh,825.48,22077605,Megha Sachar,Inactive,vedant45@example.com,915123179717,149394,2024,Qtr 2,June,18,4
"51/364, Dewan Path
Mumbai-975747",Ichalkaranji,513.7,72366758,Vedant Sengupta,Inactive,xbarad@example.net,915548301513,228827,2023,Qtr 4,November,19,9
"51/41
Arora Path, Gopalpur 325615",Tiruvottiyur,1675.04,27304727,Farhan Patel,Regular,daveekavir@example.com,912172076008,372198,2024,Qtr 1,March,26,8
"51/45
Lanka Path
Panchkula-119503",Nellore,762.73,15391556,Ria Pau,Inactive,oviya43@example.net,918895879525,687731,2023,Qtr 4,October,12,16
"51/50, Salvi Marg
Jehanabad-358947",Ghaziabad,904.08,44030130,Laksh Dalal,Regular,gchawla@example.net,916400317953,59886,2024,Qtr 3,July,31,4
"51/60
Chawla
Darbhanga-169445",Dehri,491.07,10225164,Siya Parmer,Inactive,watika42@example.net,915830822437,625283,2024,Qtr 3,September,25,20
"51/76, Hari Nagar
Nandyal-125693",Gurgaon,533.72,83348353,Eta Dutt,Inactive,fradorai@example.org,918182015528,447354,2024,Qtr 3,August,23,1
"51/82, Sathe Marg
Khora  495386",Ahmednagar,923.06,2457734,Onkar Garg,Premium,warhi85@example.com,914165510683,317271,2023,Qtr 2,May,27,12
"51/88
Tandon Circle
Tiruvottiyur 882576",Chandrapur,919.12,26935187,Tanveer Yogi,Premium,jananikapoor@example.net,913044515316,741984,2023,Qtr 4,November,3,9
"51/90
Mani Road, Muzaffarnagar-728003",Shahjahanpur,1209.86,9702217,David Doshi,New,madhavkibe@example.com,911280868167,708661,2024,Qtr 3,September,17,6
"51/956
Krish Road
Tezpur-618176",Berhampur,1678.38,32203588,Krish Srinivas,Premium,agastya33@example.org,916712649181,622176,2024,Qtr 2,April,6,9
"51/961, Majumdar Zila
Jamshedpur-164148",Ujjain,1779.1,68985290,Jack Memon,Premium,rmalhotra@example.net,914438976612,770279,2023,Qtr 4,December,11,17
"510
Ramakrishnan Chowk, Thiruvananthapuram 670909",Morbi,1632.94,40104482,George Toor,New,kdave@example.com,910785951907,752996,2023,Qtr 3,August,19,5
"512, Mani Chowk
Sikar-332566",Mathura,1625.44,2517955,Charan Sharma,Regular,rsagar@example.org,919881295551,52692,2024,Qtr 1,February,28,7
"515
Buch Road
Bilaspur 694542",Gandhinagar,1323.95,57213543,Hema Natarajan,Regular,chadhanimrat@example.org,918582439111,595160,2024,Qtr 4,October,30,14
"518
Hegde Circle
Kishanganj-108379",Allahabad,730.33,55472026,Urishilla Bhatnagar,New,pwalia@example.org,911246382291,925280,2023,Qtr 3,August,28,2
"518, Mammen Chowk, Aurangabad 953213",Jabalpur,1221.23,15897933,Mohini Rao,Regular,asom@example.org,919923746946,337945,2023,Qtr 1,March,18,1
